Timestamp,Views
2018-08-20 09:00:00,0
2018-08-20 13:00:00,203000
2018-08-20 17:00:00,497972
2018-08-20 21:00:00,680483
2018-08-21 01:00:00,808345
2018-08-21 05:00:00,919636
2018-08-21 09:00:00,1017533
2018-08-21 13:00:00,1088162
2018-08-21 17:00:00,1106541
2018-08-21 21:00:00,1162565
2018-08-22 01:00:00,1209049
2018-08-22 05:00:00,1249800
2018-08-22 09:00:00,1283444
2018-08-22 13:00:00,1285822
2018-08-22 17:00:00,1322485
2018-08-22 21:00:00,1359152
2018-08-23 01:00:00,1394108
2018-08-23 05:00:00,1429065
2018-08-23 09:00:00,1461161
2018-08-23 13:00:00,1544644
2018-08-23 17:00:00,2821654
2018-08-23 21:00:00,3203294
2018-08-24 01:00:00,3273941
2018-08-24 05:00:00,3545581
2018-08-24 09:00:00,3801284
2018-08-24 13:00:00,4179558
2018-08-24 17:00:00,4604714
2018-08-24 21:00:00,4718742
2018-08-25 01:00:00,4774446
2018-08-25 05:00:00,5197190
2018-08-25 09:00:00,5522147
2018-08-25 13:00:00,5703510
2018-08-25 17:00:00,6208560
2018-08-25 21:00:00,6326783
2018-08-26 01:00:00,6371609
2018-08-26 05:00:00,6736651
2018-08-26 09:00:00,7026469
2018-08-26 13:00:00,7579683
2018-08-26 17:00:00,7939908
2018-08-26 21:00:00,8027750
2018-08-27 01:00:00,8076528
2018-08-27 05:00:00,8390624
2018-08-27 09:00:00,8760716
2018-08-27 13:00:00,9337146
2018-08-27 17:00:00,9706925
2018-08-27 21:00:00,9879157
2018-08-28 01:00:00,9947222
2018-08-28 05:00:00,10263810
2018-08-28 09:00:00,10560090
2018-08-28 13:00:00,11068907
2018-08-28 17:00:00,11353898
2018-08-28 21:00:00,11470190
2018-08-29 01:00:00,11497664
2018-08-29 05:00:00,11774514
2018-08-29 09:00:00,12176113
2018-08-29 13:00:00,12636385
2018-08-29 17:00:00,12992369
2018-08-29 21:00:00,13143215
2018-08-30 01:00:00,13174308
2018-08-30 05:00:00,13511778
2018-08-30 09:00:00,13907437
2018-08-30 13:00:00,14322769
2018-08-30 17:00:00,14610391
2018-08-30 21:00:00,14636991
2018-08-31 01:00:00,14657386
2018-08-31 05:00:00,14681600
2018-08-31 09:00:00,14700801
2018-08-31 13:00:00,14833425
2018-08-31 17:00:00,14886212
2018-08-31 21:00:00,14910633
2018-09-01 01:00:00,14930651
2018-09-01 05:00:00,14951436
2018-09-01 09:00:00,14971200
2018-09-01 13:00:00,14989719
2018-09-01 17:00:00,14987997
2018-09-01 21:00:00,15011790
2018-09-02 01:00:00,15032306
2018-09-02 05:00:00,15051620
2018-09-02 09:00:00,15070338
2018-09-02 13:00:00,15084612
2018-09-02 17:00:00,15067691
2018-09-02 21:00:00,15087583
2018-09-03 01:00:00,15106790
2018-09-03 05:00:00,15124534
2018-09-03 09:00:00,15139102
