Timestamp,Views
2018-08-20 09:00:00,0
2018-08-20 11:00:00,128148
2018-08-20 13:00:00,203000
2018-08-20 15:00:00,372372
2018-08-20 17:00:00,497972
2018-08-20 19:00:00,601085
2018-08-20 21:00:00,680483
2018-08-20 23:00:00,748431
2018-08-21 01:00:00,808345
2018-08-21 03:00:00,867243
2018-08-21 05:00:00,919636
2018-08-21 07:00:00,972029
2018-08-21 09:00:00,1017533
2018-08-21 11:00:00,1058062
2018-08-21 13:00:00,1088162
2018-08-21 15:00:00,1092785
2018-08-21 17:00:00,1106541
2018-08-21 19:00:00,1139490
2018-08-21 21:00:00,1162565
2018-08-21 23:00:00,1185258
2018-08-22 01:00:00,1209049
2018-08-22 03:00:00,1230069
2018-08-22 05:00:00,1249800
2018-08-22 07:00:00,1269223
2018-08-22 09:00:00,1283444
2018-08-22 11:00:00,1297352
2018-08-22 13:00:00,1285822
2018-08-22 15:00:00,1302492
2018-08-22 17:00:00,1322485
2018-08-22 19:00:00,1341674
2018-08-22 21:00:00,1359152
2018-08-22 23:00:00,1376630
2018-08-23 01:00:00,1394108
2018-08-23 03:00:00,1411586
2018-08-23 05:00:00,1429065
2018-08-23 07:00:00,1448255
2018-08-23 09:00:00,1461161
2018-08-23 11:00:00,1464558
2018-08-23 13:00:00,1544644
2018-08-23 15:00:00,2174950
2018-08-23 17:00:00,2821654
2018-08-23 19:00:00,3174156
2018-08-23 21:00:00,3203294
2018-08-23 23:00:00,3229200
2018-08-24 01:00:00,3273941
2018-08-24 03:00:00,3414360
2018-08-24 05:00:00,3545581
2018-08-24 07:00:00,3677533
2018-08-24 09:00:00,3801284
2018-08-24 11:00:00,3844193
2018-08-24 13:00:00,4179558
2018-08-24 15:00:00,4394531
2018-08-24 17:00:00,4604714
2018-08-24 19:00:00,4697814
2018-08-24 21:00:00,4718742
2018-08-24 23:00:00,4737165
2018-08-25 01:00:00,4774446
2018-08-25 03:00:00,4969501
2018-08-25 05:00:00,5197190
2018-08-25 07:00:00,5382042
2018-08-25 09:00:00,5522147
2018-08-25 11:00:00,5663246
2018-08-25 13:00:00,5703510
2018-08-25 15:00:00,6085546
2018-08-25 17:00:00,6208560
2018-08-25 19:00:00,6305211
2018-08-25 21:00:00,6326783
2018-08-25 23:00:00,6342950
2018-08-26 01:00:00,6371609
2018-08-26 03:00:00,6484057
2018-08-26 05:00:00,6736651
2018-08-26 07:00:00,6906216
2018-08-26 09:00:00,7026469
2018-08-26 11:00:00,7165360
2018-08-26 13:00:00,7579683
2018-08-26 15:00:00,7862791
2018-08-26 17:00:00,7939908
2018-08-26 19:00:00,8008394
2018-08-26 21:00:00,8027750
2018-08-26 23:00:00,8044578
2018-08-27 01:00:00,8076528
2018-08-27 03:00:00,8223019
2018-08-27 05:00:00,8390624
2018-08-27 07:00:00,8604747
2018-08-27 09:00:00,8760716
2018-08-27 11:00:00,8940862
2018-08-27 13:00:00,9337146
2018-08-27 15:00:00,9635722
2018-08-27 17:00:00,9706925
2018-08-27 19:00:00,9857725
2018-08-27 21:00:00,9879157
2018-08-27 23:00:00,9896013
2018-08-28 01:00:00,9947222
2018-08-28 03:00:00,10106931
2018-08-28 05:00:00,10263810
2018-08-28 07:00:00,10370385
2018-08-28 09:00:00,10560090
2018-08-28 11:00:00,10693124
2018-08-28 13:00:00,11068907
2018-08-28 15:00:00,11273926
2018-08-28 17:00:00,11353898
2018-08-28 19:00:00,11456017
2018-08-28 21:00:00,11470190
2018-08-28 23:00:00,11482739
2018-08-29 01:00:00,11497664
2018-08-29 03:00:00,11593699
2018-08-29 05:00:00,11774514
2018-08-29 07:00:00,12002385
2018-08-29 09:00:00,12176113
2018-08-29 11:00:00,12300813
2018-08-29 13:00:00,12636385
2018-08-29 15:00:00,12879196
2018-08-29 17:00:00,12992369
2018-08-29 19:00:00,13088166
2018-08-29 21:00:00,13143215
2018-08-29 23:00:00,13155936
2018-08-30 01:00:00,13174308
2018-08-30 03:00:00,13302573
2018-08-30 05:00:00,13511778
2018-08-30 07:00:00,13752273
2018-08-30 09:00:00,13907437
2018-08-30 11:00:00,14040721
2018-08-30 13:00:00,14322769
2018-08-30 15:00:00,14481850
2018-08-30 17:00:00,14610391
2018-08-30 19:00:00,14623934
2018-08-30 21:00:00,14636991
2018-08-30 23:00:00,14647979
2018-08-31 01:00:00,14657386
2018-08-31 03:00:00,14669296
2018-08-31 05:00:00,14681600
2018-08-31 07:00:00,14691423
2018-08-31 09:00:00,14700801
2018-08-31 11:00:00,14712181
2018-08-31 13:00:00,14833425
2018-08-31 15:00:00,14886822
2018-08-31 17:00:00,14886212
2018-08-31 19:00:00,14899761
2018-08-31 21:00:00,14910633
2018-08-31 23:00:00,14919067
2018-09-01 01:00:00,14930651
2018-09-01 03:00:00,14940919
2018-09-01 05:00:00,14951436
2018-09-01 07:00:00,14961823
2018-09-01 09:00:00,14971200
2018-09-01 11:00:00,14981461
2018-09-01 13:00:00,14989719
2018-09-01 15:00:00,14991932
2018-09-01 17:00:00,14987997
2018-09-01 19:00:00,15001229
2018-09-01 21:00:00,15011790
2018-09-01 23:00:00,15023204
2018-09-02 01:00:00,15032306
2018-09-02 03:00:00,15041114
2018-09-02 05:00:00,15051620
2018-09-02 07:00:00,15061557
2018-09-02 09:00:00,15070338
2018-09-02 11:00:00,15079408
2018-09-02 13:00:00,15084612
2018-09-02 15:00:00,15056734
2018-09-02 17:00:00,15067691
2018-09-02 19:00:00,15078799
2018-09-02 21:00:00,15087583
2018-09-02 23:00:00,15097633
2018-09-03 01:00:00,15106790
2018-09-03 03:00:00,15115337
2018-09-03 05:00:00,15124534
2018-09-03 07:00:00,15132754
2018-09-03 09:00:00,15139102
