Timestamp,Views,Likes,Dislikes
2018-08-23T09:54,715,,
2018-08-23T09:56,1766,,
2018-08-23T09:57,1989,,
2018-08-23T09:58,2492,,
2018-08-23T09:59,2742,,
2018-08-23T10:00,3090,,
2018-08-23T10:01,3425,,
2018-08-23T10:02,3684,,
2018-08-23T10:03,3973,,
2018-08-23T10:04,4396,,
2018-08-23T10:05,4768,,
2018-08-23T10:06,5209,,
2018-08-23T10:08,6041,,
2018-08-23T10:08,6248,,
2018-08-23T10:09,6460,,
2018-08-23T10:10,6957,,
2018-08-23T10:11,7421,,
2018-08-23T10:12,7804,,
2018-08-23T10:13,8370,,
2018-08-23T10:14,8862,,
2018-08-23T10:15,9449,,
2018-08-23T10:17,10446,,
2018-08-23T10:18,10922,,
2018-08-23T10:18,11113,,
2018-08-23T10:19,11580,,
2018-08-23T10:20,12032,,
2018-08-23T10:21,12668,,
2018-08-23T10:22:35,13187,,
2018-08-23T10:23:57,13864,,
2018-08-23T10:24:51,14295,,
2018-08-23T10:25:15,14583,,
2018-08-23T10:26:22,15080,,
2018-08-23T10:27:18,15552,,
2018-08-23T10:28:15,15951,,
2018-08-23T10:29:19,16457,,
2018-08-23T10:30:12,16860,,
2018-08-23T10:31:06,17355,,
2018-08-23T10:32:17,17853,,
2018-08-23T10:33:14,18343,,
2018-08-23T10:34:22,18836,,
2018-08-23T10:35:09,19240,,
2018-08-23T10:36:09,19732,,
2018-08-23T10:37:18,20190,,
2018-08-23T10:38:08,20591,,
2018-08-23T10:39:05,20962,,
2018-08-23T10:40:09,21489,,
2018-08-23T10:41:07,21879,,
2018-08-23T10:42:09,22387,,
2018-08-23T10:43:13,22814,,
2018-08-23T10:44:04,23191,,
2018-08-23T10:45:06,23610,,
2018-08-23T10:46:11,24085,,
2018-08-23T10:47:10,24559,,
2018-08-23T10:48:20,25129,,
2018-08-23T10:49:17,25518,,
2018-08-23T10:50:15,25958,,
2018-08-23T10:51:23,26496,,
2018-08-23T10:52:22,26863,,
2018-08-23T10:53:32,27306,,
2018-08-23T10:54:28,27735,,
2018-08-23T10:55:16,28129,,
2018-08-23T10:56:18,28497,,
2018-08-23T10:57:16,28922,,
2018-08-23T10:58:20,29370,,
2018-08-23T10:59:22,29806,,
2018-08-23T11:00:16,30190,,
2018-08-23T11:01:25,30721,,
